"","loan_amount","emp_length","home_ownership","income","loan_purpose","debt_to_income","credit_score","recent_inquiry","delinquent","credit_accounts","bad_public_record","credit_utilization","past_bankrupt","outcome"
"30066","MEDIUM","10+ years","OWN","MEDIUM","other","AVERAGE","AVERAGE","YES","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","default"
"30067","HIGH","2 - 5 years","RENT","HIGH","credit_card","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","HIGH","NO","repaid"
"30068","LOW","2 - 5 years","MORTGAGE","MEDIUM","credit_card","LOW","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"30071","MEDIUM","6 - 9 years","RENT","HIGH","debt_consolidation","AVERAGE","LOW","YES","NEVER","FEW","NO","HIGH","NO","repaid"
"30073","HIGH","6 - 9 years","OWN","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","LOW","NO","repaid"
"30082","MEDIUM","10+ years","MORTGAGE","HIGH","other","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","HIGH","NO","repaid"
"30086","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","default"
"30090","LOW","< 2 years","RENT","LOW","other","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"30097","HIGH","10+ years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"30099","MEDIUM","2 - 5 years","MORTGAGE","MEDIUM","debt_consolidation","HIGH","AVERAGE","YES","IN PAST 2 YEARS","MANY","NO","MEDIUM","NO","repaid"
"30103","MEDIUM","2 - 5 years","RENT","LOW","debt_consolidation","LOW","AVERAGE","YES","NEVER","FEW","NO","HIGH","NO","repaid"
"30104","LOW","2 - 5 years","RENT","LOW","other","AVERAGE","AVERAGE","YES","MORE THAN 2 YEARS AGO","FEW","NO","HIGH","NO","repaid"
"30107","HIGH","10+ years","RENT","MEDIUM","credit_card","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","HIGH","NO","default"
"30110","LOW","< 2 years","RENT","LOW","moving","AVERAGE","AVERAGE","YES","NEVER","FEW","NO","MEDIUM","NO","repaid"
"30111","LOW","2 - 5 years","RENT","LOW","other","LOW","AVERAGE","YES","MORE THAN 2 YEARS AGO","FEW","NO","MEDIUM","NO","default"
"30116","LOW","6 - 9 years","RENT","LOW","other","HIGH","LOW","YES","MORE THAN 2 YEARS AGO","FEW","NO","LOW","NO","default"
"30117","LOW","2 - 5 years","RENT","LOW","debt_consolidation","HIGH","HIGH","NO","MORE THAN 2 YEARS AGO","MANY","NO","LOW","NO","repaid"
"30120","MEDIUM","2 - 5 years","RENT","LOW","major_purchase","LOW","AVERAGE","NO","IN PAST 2 YEARS","FEW","NO","LOW","NO","default"
"30129","HIGH","6 - 9 years","MORTGAGE","MEDIUM","debt_consolidation","HIGH","AVERAGE","NO","NEVER","MANY","NO","HIGH","NO","repaid"
"30133","LOW","2 - 5 years","OWN","LOW","vacation","LOW","HIGH","YES","NEVER","FEW","NO","LOW","NO","repaid"
"30136","MEDIUM","10+ years","MORTGAGE","HIGH","home_improvement","LOW","HIGH","YES","MORE THAN 2 YEARS AGO","MANY","NO","LOW","NO","repaid"
"30148","LOW","6 - 9 years","MORTGAGE","LOW","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","default"
"30149","LOW","6 - 9 years","OWN","LOW","debt_consolidation","HIGH","AVERAGE","NO","MORE THAN 2 YEARS AGO","FEW","NO","HIGH","NO","default"
"30150","MEDIUM","10+ years","OWN","MEDIUM","other","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","repaid"
"30153","LOW","< 2 years","MORTGAGE","LOW","debt_consolidation","LOW","AVERAGE","NO","IN PAST 2 YEARS","FEW","NO","HIGH","NO","repaid"
"30158","HIGH","2 - 5 years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","AVERAGE","YES","IN PAST 2 YEARS","AVERAGE","NO","MEDIUM","NO","default"
"30160","HIGH","< 2 years","RENT","HIGH","major_purchase","AVERAGE","AVERAGE","YES","NEVER","FEW","NO","HIGH","NO","default"
"30163","LOW","10+ years","MORTGAGE","MEDIUM","home_improvement","LOW","LOW","YES","IN PAST 2 YEARS","FEW","NO","LOW","NO","repaid"
"30169","MEDIUM","2 - 5 years","RENT","LOW","educational","AVERAGE","LOW","NO","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"30173","HIGH","10+ years","MORTGAGE","MEDIUM","debt_consolidation","HIGH","AVERAGE","YES","NEVER","FEW","YES","MEDIUM","YES","repaid"
"30174","MEDIUM","6 - 9 years","RENT","MEDIUM","house","LOW","LOW","YES","IN PAST 2 YEARS","FEW","NO","MEDIUM","NO","default"
"30175","MEDIUM","6 - 9 years","MORTGAGE","MEDIUM","small_business","AVERAGE","LOW","YES","IN PAST 2 YEARS","MANY","NO","MEDIUM","NO","repaid"
"30178","MEDIUM","2 - 5 years","RENT","MEDIUM","medical","AVERAGE","HIGH","YES","IN PAST 2 YEARS","MANY","NO","LOW","NO","repaid"
"30179","MEDIUM","10+ years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","FEW","NO","HIGH","NO","default"
"30180","MEDIUM","6 - 9 years","MORTGAGE","HIGH","major_purchase","AVERAGE","AVERAGE","NO","MORE THAN 2 YEARS AGO","AVERAGE","NO","LOW","NO","repaid"
"30181","LOW","6 - 9 years","MORTGAGE","HIGH","other","LOW","AVERAGE","YES","NEVER","AVERAGE","NO","HIGH","NO","default"
"30182","MEDIUM","2 - 5 years","RENT","LOW","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","FEW","NO","MEDIUM","NO","default"
"30184","HIGH","10+ years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","AVERAGE","YES","IN PAST 2 YEARS","MANY","NO","MEDIUM","NO","default"
"30186","LOW","10+ years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","HIGH","NO","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"30199","MEDIUM","2 - 5 years","MORTGAGE","MEDIUM","credit_card","HIGH","AVERAGE","YES","IN PAST 2 YEARS","MANY","NO","HIGH","NO","default"
"30203","HIGH","10+ years","MORTGAGE","MEDIUM","debt_consolidation","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","HIGH","NO","repaid"
"30208","HIGH","6 - 9 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"30212","HIGH","2 - 5 years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","HIGH","NO","repaid"
"30236","HIGH","2 - 5 years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","LOW","NO","NEVER","AVERAGE","NO","HIGH","NO","default"
"30237","HIGH","2 - 5 years","MORTGAGE","MEDIUM","other","HIGH","LOW","YES","MORE THAN 2 YEARS AGO","MANY","NO","HIGH","NO","default"
"30240","LOW","2 - 5 years","RENT","LOW","debt_consolidation","AVERAGE","LOW","NO","NEVER","FEW","NO","MEDIUM","NO","repaid"
"30242","MEDIUM","6 - 9 years","MORTGAGE","HIGH","debt_consolidation","LOW","LOW","YES","IN PAST 2 YEARS","AVERAGE","NO","MEDIUM","NO","default"
"30244","MEDIUM","unemployed","RENT","MEDIUM","debt_consolidation","HIGH","LOW","YES","MORE THAN 2 YEARS AGO","MANY","YES","HIGH","YES","default"
"30254","MEDIUM","< 2 years","RENT","MEDIUM","credit_card","LOW","AVERAGE","NO","NEVER","FEW","NO","MEDIUM","NO","repaid"
"30267","HIGH","2 - 5 years","RENT","HIGH","wedding","AVERAGE","HIGH","NO","NEVER","MANY","NO","MEDIUM","NO","repaid"
"30269","MEDIUM","2 - 5 years","RENT","LOW","debt_consolidation","LOW","AVERAGE","YES","NEVER","FEW","NO","HIGH","NO","default"
"30270","HIGH","2 - 5 years","MORTGAGE","HIGH","debt_consolidation","HIGH","AVERAGE","YES","NEVER","MANY","NO","LOW","NO","repaid"
"30271","LOW","2 - 5 years","RENT","LOW","other","AVERAGE","AVERAGE","NO","NEVER","FEW","NO","MEDIUM","NO","default"
"30276","MEDIUM","2 - 5 years","RENT","LOW","debt_consolidation","LOW","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"30280","MEDIUM","10+ years","RENT","MEDIUM","debt_consolidation","HIGH","AVERAGE","YES","MORE THAN 2 YEARS AGO","MANY","NO","MEDIUM","NO","repaid"
"30292","MEDIUM","unemployed","RENT","LOW","credit_card","LOW","AVERAGE","NO","NEVER","FEW","YES","MEDIUM","YES","default"
"30295","HIGH","10+ years","RENT","MEDIUM","credit_card","HIGH","HIGH","YES","NEVER","MANY","NO","MEDIUM","NO","repaid"
"30310","MEDIUM","2 - 5 years","RENT","MEDIUM","renewable_energy","AVERAGE","AVERAGE","NO","NEVER","MANY","YES","MEDIUM","YES","default"
"30313","MEDIUM","10+ years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","HIGH","NO","NEVER","MANY","NO","LOW","NO","repaid"
"30315","LOW","10+ years","MORTGAGE","MEDIUM","home_improvement","LOW","AVERAGE","NO","IN PAST 2 YEARS","AVERAGE","YES","LOW","YES","default"
"30317","MEDIUM","6 - 9 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","FEW","YES","MEDIUM","YES","default"
"30319","LOW","< 2 years","RENT","MEDIUM","car","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"30320","MEDIUM","2 - 5 years","MORTGAGE","LOW","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"30322","MEDIUM","6 - 9 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","FEW","NO","MEDIUM","NO","repaid"
"30325","MEDIUM","< 2 years","MORTGAGE","MEDIUM","other","HIGH","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"30329","LOW","2 - 5 years","MORTGAGE","HIGH","medical","AVERAGE","LOW","YES","NEVER","MANY","NO","HIGH","NO","default"
"30330","LOW","2 - 5 years","RENT","LOW","major_purchase","LOW","AVERAGE","NO","NEVER","AVERAGE","NO","LOW","NO","default"
"30334","HIGH","2 - 5 years","RENT","LOW","debt_consolidation","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"30338","MEDIUM","< 2 years","RENT","MEDIUM","other","AVERAGE","AVERAGE","YES","MORE THAN 2 YEARS AGO","MANY","NO","MEDIUM","NO","default"
"30339","MEDIUM","2 - 5 years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","LOW","YES","IN PAST 2 YEARS","AVERAGE","YES","HIGH","YES","default"
"30342","HIGH","2 - 5 years","RENT","HIGH","debt_consolidation","HIGH","AVERAGE","YES","IN PAST 2 YEARS","MANY","NO","MEDIUM","NO","default"
"30348","LOW","< 2 years","OWN","LOW","home_improvement","LOW","LOW","NO","IN PAST 2 YEARS","AVERAGE","NO","LOW","NO","default"
"30353","MEDIUM","10+ years","MORTGAGE","HIGH","home_improvement","AVERAGE","AVERAGE","YES","IN PAST 2 YEARS","AVERAGE","NO","LOW","NO","repaid"
"30358","MEDIUM","2 - 5 years","OWN","MEDIUM","credit_card","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","HIGH","NO","default"
"30360","MEDIUM","2 - 5 years","MORTGAGE","LOW","debt_consolidation","HIGH","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"30361","LOW","< 2 years","OWN","LOW","major_purchase","LOW","AVERAGE","NO","IN PAST 2 YEARS","FEW","NO","LOW","NO","default"
"30362","HIGH","< 2 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","LOW","NO","repaid"
"30364","LOW","2 - 5 years","RENT","LOW","home_improvement","HIGH","LOW","YES","MORE THAN 2 YEARS AGO","FEW","NO","MEDIUM","NO","default"
"30366","HIGH","10+ years","RENT","HIGH","major_purchase","LOW","HIGH","NO","NEVER","FEW","NO","LOW","NO","default"
"30368","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"30371","MEDIUM","2 - 5 years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","repaid"
"30383","LOW","2 - 5 years","MORTGAGE","MEDIUM","other","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"30389","MEDIUM","< 2 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","FEW","NO","MEDIUM","NO","default"
"30391","HIGH","6 - 9 years","RENT","MEDIUM","wedding","AVERAGE","AVERAGE","YES","MORE THAN 2 YEARS AGO","FEW","NO","MEDIUM","NO","repaid"
"30395","HIGH","6 - 9 years","MORTGAGE","HIGH","credit_card","AVERAGE","HIGH","YES","NEVER","MANY","NO","MEDIUM","NO","repaid"
"30398","MEDIUM","10+ years","MORTGAGE","HIGH","debt_consolidation","HIGH","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","repaid"
"30401","MEDIUM","2 - 5 years","OWN","MEDIUM","wedding","AVERAGE","HIGH","YES","NEVER","AVERAGE","NO","LOW","NO","repaid"
"30403","LOW","2 - 5 years","RENT","LOW","other","HIGH","LOW","NO","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","repaid"
"30405","LOW","< 2 years","RENT","LOW","other","AVERAGE","AVERAGE","NO","NEVER","FEW","NO","HIGH","NO","default"
"30406","HIGH","2 - 5 years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","default"
"30408","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","MORE THAN 2 YEARS AGO","MANY","NO","HIGH","NO","repaid"
"30410","LOW","2 - 5 years","RENT","LOW","other","AVERAGE","LOW","NO","MORE THAN 2 YEARS AGO","AVERAGE","NO","HIGH","NO","default"
"30412","HIGH","2 - 5 years","RENT","HIGH","credit_card","LOW","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"30413","LOW","2 - 5 years","RENT","LOW","debt_consolidation","HIGH","AVERAGE","NO","MORE THAN 2 YEARS AGO","AVERAGE","NO","LOW","NO","repaid"
"30414","MEDIUM","2 - 5 years","MORTGAGE","MEDIUM","major_purchase","AVERAGE","HIGH","NO","NEVER","FEW","NO","LOW","NO","repaid"
"30422","LOW","6 - 9 years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","HIGH","NO","default"
"30425","LOW","< 2 years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","LOW","YES","NEVER","MANY","YES","MEDIUM","YES","default"
"30429","LOW","2 - 5 years","OWN","MEDIUM","major_purchase","AVERAGE","AVERAGE","YES","MORE THAN 2 YEARS AGO","AVERAGE","NO","LOW","NO","repaid"
"30431","MEDIUM","10+ years","MORTGAGE","MEDIUM","home_improvement","AVERAGE","HIGH","NO","NEVER","MANY","NO","LOW","NO","repaid"
"30436","MEDIUM","2 - 5 years","MORTGAGE","MEDIUM","credit_card","HIGH","HIGH","YES","NEVER","MANY","NO","MEDIUM","NO","default"
"30454","LOW","10+ years","RENT","LOW","other","LOW","HIGH","NO","NEVER","FEW","NO","MEDIUM","NO","default"
"30456","HIGH","6 - 9 years","MORTGAGE","MEDIUM","credit_card","AVERAGE","HIGH","NO","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"30458","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","repaid"
"30462","MEDIUM","2 - 5 years","OWN","LOW","other","AVERAGE","AVERAGE","YES","MORE THAN 2 YEARS AGO","FEW","NO","HIGH","NO","repaid"
"30470","LOW","2 - 5 years","MORTGAGE","MEDIUM","other","AVERAGE","AVERAGE","NO","NEVER","MANY","NO","MEDIUM","NO","repaid"
"30473","HIGH","2 - 5 years","MORTGAGE","HIGH","debt_consolidation","LOW","AVERAGE","NO","MORE THAN 2 YEARS AGO","AVERAGE","NO","HIGH","NO","repaid"
"30475","MEDIUM","10+ years","RENT","MEDIUM","other","AVERAGE","AVERAGE","NO","NEVER","FEW","NO","HIGH","NO","default"
"30476","MEDIUM","unemployed","RENT","LOW","other","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","LOW","NO","default"
"30477","LOW","2 - 5 years","RENT","LOW","major_purchase","HIGH","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"30478","LOW","< 2 years","OWN","LOW","debt_consolidation","HIGH","LOW","NO","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"30482","LOW","2 - 5 years","MORTGAGE","LOW","home_improvement","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","repaid"
"30483","MEDIUM","< 2 years","RENT","LOW","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","LOW","NO","repaid"
"30484","HIGH","< 2 years","RENT","MEDIUM","debt_consolidation","HIGH","AVERAGE","YES","NEVER","FEW","NO","MEDIUM","NO","repaid"
"30485","MEDIUM","< 2 years","RENT","MEDIUM","car","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","repaid"
"30486","HIGH","2 - 5 years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","HIGH","YES","NEVER","MANY","NO","MEDIUM","NO","default"
"30496","MEDIUM","6 - 9 years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","LOW","NO","repaid"
"30497","HIGH","2 - 5 years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","FEW","NO","MEDIUM","NO","repaid"
"30499","LOW","2 - 5 years","RENT","HIGH","educational","AVERAGE","AVERAGE","YES","IN PAST 2 YEARS","AVERAGE","NO","LOW","NO","repaid"
"30505","LOW","6 - 9 years","RENT","HIGH","wedding","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","repaid"
"30506","LOW","10+ years","RENT","MEDIUM","major_purchase","LOW","AVERAGE","NO","IN PAST 2 YEARS","AVERAGE","YES","MEDIUM","NO","default"
"30512","MEDIUM","< 2 years","RENT","LOW","major_purchase","HIGH","HIGH","NO","NEVER","FEW","NO","MEDIUM","NO","repaid"
"30513","LOW","< 2 years","RENT","LOW","credit_card","HIGH","AVERAGE","NO","NEVER","AVERAGE","NO","HIGH","NO","repaid"
"30514","HIGH","10+ years","RENT","LOW","debt_consolidation","LOW","LOW","YES","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","repaid"
"30520","MEDIUM","10+ years","MORTGAGE","HIGH","credit_card","AVERAGE","AVERAGE","NO","NEVER","MANY","NO","HIGH","NO","repaid"
"30525","LOW","2 - 5 years","RENT","HIGH","debt_consolidation","LOW","AVERAGE","NO","MORE THAN 2 YEARS AGO","FEW","NO","HIGH","NO","repaid"
"30528","HIGH","10+ years","MORTGAGE","HIGH","home_improvement","LOW","HIGH","YES","MORE THAN 2 YEARS AGO","AVERAGE","NO","LOW","NO","repaid"
"30544","HIGH","10+ years","MORTGAGE","MEDIUM","other","AVERAGE","AVERAGE","YES","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","repaid"
"30546","MEDIUM","10+ years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","MORE THAN 2 YEARS AGO","FEW","NO","MEDIUM","NO","repaid"
"30548","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","LOW","AVERAGE","NO","MORE THAN 2 YEARS AGO","AVERAGE","NO","HIGH","NO","repaid"
"30551","MEDIUM","2 - 5 years","RENT","MEDIUM","medical","LOW","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"30552","MEDIUM","2 - 5 years","RENT","HIGH","educational","AVERAGE","AVERAGE","NO","NEVER","FEW","NO","HIGH","NO","default"
"30553","MEDIUM","< 2 years","MORTGAGE","MEDIUM","debt_consolidation","HIGH","LOW","NO","MORE THAN 2 YEARS AGO","MANY","NO","MEDIUM","NO","default"
"30557","MEDIUM","2 - 5 years","MORTGAGE","LOW","debt_consolidation","HIGH","AVERAGE","NO","NEVER","MANY","NO","MEDIUM","NO","default"
"30563","MEDIUM","< 2 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","LOW","NO","repaid"
"30574","LOW","2 - 5 years","RENT","LOW","major_purchase","LOW","AVERAGE","YES","NEVER","FEW","NO","LOW","NO","repaid"
"30581","MEDIUM","2 - 5 years","RENT","MEDIUM","credit_card","LOW","AVERAGE","YES","NEVER","FEW","NO","MEDIUM","NO","repaid"
"30582","HIGH","6 - 9 years","MORTGAGE","MEDIUM","other","AVERAGE","AVERAGE","YES","NEVER","FEW","NO","HIGH","NO","default"
"30586","LOW","2 - 5 years","OWN","LOW","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","FEW","NO","HIGH","NO","repaid"
"30589","HIGH","2 - 5 years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","AVERAGE","YES","MORE THAN 2 YEARS AGO","MANY","NO","MEDIUM","NO","repaid"
"30590","LOW","10+ years","MORTGAGE","LOW","small_business","LOW","AVERAGE","YES","NEVER","FEW","NO","HIGH","NO","default"
"30593","MEDIUM","2 - 5 years","RENT","MEDIUM","other","LOW","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"30595","HIGH","10+ years","MORTGAGE","HIGH","credit_card","HIGH","HIGH","YES","NEVER","MANY","NO","MEDIUM","NO","repaid"
"30596","MEDIUM","< 2 years","RENT","LOW","debt_consolidation","HIGH","AVERAGE","NO","NEVER","FEW","NO","HIGH","NO","repaid"
"30601","MEDIUM","2 - 5 years","RENT","LOW","moving","LOW","HIGH","NO","MORE THAN 2 YEARS AGO","AVERAGE","NO","LOW","NO","repaid"
"30603","LOW","2 - 5 years","RENT","LOW","small_business","AVERAGE","AVERAGE","YES","NEVER","FEW","NO","MEDIUM","NO","default"
"30604","MEDIUM","10+ years","RENT","HIGH","debt_consolidation","HIGH","LOW","YES","IN PAST 2 YEARS","MANY","NO","MEDIUM","NO","repaid"
"30608","MEDIUM","10+ years","MORTGAGE","MEDIUM","credit_card","LOW","HIGH","NO","NEVER","FEW","NO","MEDIUM","NO","repaid"
"30617","LOW","< 2 years","RENT","LOW","major_purchase","LOW","AVERAGE","YES","NEVER","FEW","NO","LOW","NO","default"
"30623","HIGH","6 - 9 years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","AVERAGE","YES","IN PAST 2 YEARS","MANY","NO","MEDIUM","NO","repaid"
"30631","HIGH","2 - 5 years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","AVERAGE","YES","MORE THAN 2 YEARS AGO","MANY","YES","LOW","YES","default"
"30634","HIGH","10+ years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","AVERAGE","YES","MORE THAN 2 YEARS AGO","MANY","NO","MEDIUM","NO","repaid"
"30635","LOW","2 - 5 years","OWN","MEDIUM","other","LOW","AVERAGE","YES","MORE THAN 2 YEARS AGO","FEW","NO","MEDIUM","NO","default"
"30643","MEDIUM","10+ years","MORTGAGE","HIGH","major_purchase","HIGH","AVERAGE","NO","NEVER","AVERAGE","NO","HIGH","NO","repaid"
"30645","LOW","< 2 years","MORTGAGE","MEDIUM","other","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","HIGH","NO","default"
"30648","LOW","10+ years","MORTGAGE","MEDIUM","other","AVERAGE","HIGH","NO","NEVER","MANY","NO","MEDIUM","NO","repaid"
"30652","MEDIUM","2 - 5 years","RENT","MEDIUM","medical","LOW","AVERAGE","NO","IN PAST 2 YEARS","FEW","NO","LOW","NO","repaid"
"30654","MEDIUM","6 - 9 years","MORTGAGE","HIGH","home_improvement","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","HIGH","NO","repaid"
"30655","MEDIUM","2 - 5 years","RENT","MEDIUM","small_business","AVERAGE","AVERAGE","YES","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","default"
"30658","HIGH","unemployed","RENT","MEDIUM","debt_consolidation","HIGH","AVERAGE","NO","NEVER","MANY","YES","MEDIUM","YES","default"
"30667","HIGH","10+ years","MORTGAGE","MEDIUM","debt_consolidation","HIGH","AVERAGE","NO","MORE THAN 2 YEARS AGO","MANY","NO","MEDIUM","NO","default"
"30668","MEDIUM","< 2 years","RENT","LOW","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","HIGH","NO","repaid"
"30679","HIGH","10+ years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","AVERAGE","NO","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","default"
"30684","MEDIUM","6 - 9 years","OWN","MEDIUM","major_purchase","AVERAGE","AVERAGE","YES","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","repaid"
"30693","HIGH","10+ years","MORTGAGE","HIGH","home_improvement","LOW","AVERAGE","YES","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","repaid"
"30703","LOW","10+ years","OWN","MEDIUM","home_improvement","LOW","AVERAGE","NO","MORE THAN 2 YEARS AGO","FEW","NO","MEDIUM","NO","repaid"
"30704","MEDIUM","2 - 5 years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","HIGH","YES","MORE THAN 2 YEARS AGO","MANY","NO","LOW","NO","repaid"
"30710","MEDIUM","2 - 5 years","MORTGAGE","HIGH","car","LOW","HIGH","YES","NEVER","MANY","NO","LOW","NO","repaid"
"30712","LOW","2 - 5 years","RENT","LOW","other","LOW","AVERAGE","YES","NEVER","FEW","NO","HIGH","NO","repaid"
"30724","MEDIUM","unemployed","MORTGAGE","MEDIUM","other","HIGH","HIGH","YES","MORE THAN 2 YEARS AGO","MANY","NO","MEDIUM","NO","default"
"30729","HIGH","10+ years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","FEW","NO","HIGH","NO","repaid"
"30733","LOW","2 - 5 years","RENT","HIGH","other","HIGH","LOW","YES","MORE THAN 2 YEARS AGO","MANY","NO","MEDIUM","NO","repaid"
"30735","MEDIUM","6 - 9 years","RENT","LOW","debt_consolidation","LOW","AVERAGE","YES","NEVER","FEW","NO","HIGH","NO","default"
"30743","HIGH","2 - 5 years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","IN PAST 2 YEARS","FEW","NO","MEDIUM","NO","repaid"
"30744","MEDIUM","unemployed","MORTGAGE","LOW","major_purchase","LOW","AVERAGE","YES","NEVER","AVERAGE","YES","LOW","YES","repaid"
"30746","MEDIUM","6 - 9 years","OWN","LOW","other","AVERAGE","HIGH","NO","NEVER","MANY","NO","LOW","NO","repaid"
"30754","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","default"
